filepath,description
COCO_val2014_000000029719,a little girl reaches for a soccer ball.
COCO_val2014_000000029776,a man riding a red motorcycle is traveling down a gravel road.
COCO_val2014_000000029793,an old scene with two children in an old hospital.
COCO_val2014_000000029838,this plate has asparagus and other vegetables on it.
COCO_val2014_000000029886,a bald man dressed in a suit and wearing a corsage is talking to a woman in a red dress.
COCO_val2014_000000029906,"broccoli in the garden, a wooden fence, and some red flowers."
COCO_val2014_000000029913,a fire hydrant with two eyes attached.
COCO_val2014_000000029934,this little girl is taking tennis lessons and learning how to play.
COCO_val2014_000000029984,"four people are swimming in the sea, and there are chairs placed on the beach."
COCO_val2014_000000029994,a small metal container that holds various snacks and fruits.
COCO_val2014_000000030012,a pizza topped with cheese and several types of vegetables.
COCO_val2014_000000030034,a woman smiling while showing her cellphone.
COCO_val2014_000000030044,there is only one yellow propeller plane placed on the runway.
COCO_val2014_000000030049,a water skier is being pulled on a large lake.
COCO_val2014_000000030062,"a woman with her hand on a computer mouse, with domo-kun in the background."
COCO_val2014_000000030066,a young girl flying a kite on the sand.
COCO_val2014_000000030067,a man holding a tennis racket and a tennis ball.
COCO_val2014_000000030080,the jet is preparing for takeoff.
COCO_val2014_000000030143,a laptop placed on the desk alongside a mouse.
COCO_val2014_000000030156,a cat sitting next to a pumpkin and other vegetables.
COCO_val2014_000000030198,a young man is standing on a skateboard on the sidewalk.
COCO_val2014_000000030210,"there is a collection of retro mobile phones and beepers, one of which has a cracked screen."
COCO_val2014_000000030222,a suitcase placed outside a room in the hallway of a hotel.
COCO_val2014_000000030254,the bathroom where the power tools are placed is under construction.
COCO_val2014_000000030255,a group of people on a boat on the water.
COCO_val2014_000000030270,a bathtub in the bathroom located beneath a wooden structure.
COCO_val2014_000000030273,a dish of food placed on the counter and a bottle of juice.
COCO_val2014_000000030347,a young man sitting on a rug is using a laptop.
COCO_val2014_000000030353,tourists are taking photos of the steam locomotive entering the station.
COCO_val2014_000000030356,"black, gray, and white cat, toilet, sink, mirror"
COCO_val2014_000000030361,"an open book, a coffee mug, and a laptop on the table."
COCO_val2014_000000030383,the fountain is in the middle of the city square.
COCO_val2014_000000030403,a tennis player is preparing to hit the ball.
COCO_val2014_000000030407,three open flip phones are surrounding a fourth phone.
COCO_val2014_000000030413,this is a black and white photograph of a steam locomotive.
COCO_val2014_000000030423,a few giraffes standing slightly apart at the edge of a densely wooded area.
COCO_val2014_000000030432,this is a bathroom with a bathtub and a sink.
COCO_val2014_000000030447,there are several bowls filled with soup.
COCO_val2014_000000030448,a few cars are driving on the city streets.
COCO_val2014_000000030455,the bed with posts emits a red glow.
COCO_val2014_000000030470,there is a weathercock on top of the clock tower of the building.
COCO_val2014_000000030478,"the train is stopped at the station, and the passengers are watching it."
COCO_val2014_000000030494,a black and white dog is examining something on the ground.
COCO_val2014_000000030529,a mobile phone and some cords placed on top of the bag.
COCO_val2014_000000030534,a person skiing is jumping into the air.
COCO_val2014_000000030548,a bearded man wearing glasses is smiling faintly.
COCO_val2014_000000030549,several people are lifting a cake.
COCO_val2014_000000030595,three orange forklifts are in the room.
COCO_val2014_000000030607,a cat is lying next to the pillow on the bed.
COCO_val2014_000000030611,the dog is gazing outside from the glass door overlooking the entrance.
COCO_val2014_000000030645,a brown horse is walking across the wasteland with its head lowered.
COCO_val2014_000000030657,a dog sitting in the driver's seat of a truck.
COCO_val2014_000000030667,"three people are sitting, with a dog lying at their feet."
COCO_val2014_000000030668,a woman riding a horse along the beach.
COCO_val2014_000000030675,the cargo train is painted orange and yellow.
COCO_val2014_000000030706,a man is taking a picture of his reflection in the mirror with his mobile phone.
COCO_val2014_000000030707,a person sitting on one of the two beds in the room.
COCO_val2014_000000030719,a group of skiers is descending a snow-covered mountain hill.
COCO_val2014_000000030785,a plate with something spread on bread and cooked broccoli.
COCO_val2014_000000030793,there is a heineken coaster placed next to the remote control on the desk.
COCO_val2014_000000030796,a public place where a double-decker bus is parked next to a walkway where people are walking.
COCO_val2014_000000030828,a person wrapped in an orange sleeping bag is sleeping on a park bench with their head resting on a blue backpack.
COCO_val2014_000000030843,two horses of different colors are in the grass.
COCO_val2014_000000030851,a young woman is taking a photo of herself in the mirror.
COCO_val2014_000000030895,two pillows on the bed
COCO_val2014_000000030925,a giraffe in the field next to the trees and the waterside.
COCO_val2014_000000030931,a refrigerator with many different magnets on it.
COCO_val2014_000000030932,a colorful kitchen is displayed under the ceiling lighting.
COCO_val2014_000000030954,arranging colorful vegetables in a small bowl.
COCO_val2014_000000030958,"a woman lying halfway down on the bed, holding the handle of a handbag."
COCO_val2014_000000030967,two giraffes under the tent at the zoo
COCO_val2014_000000030998,something placed on the table.
COCO_val2014_000000031000,seven oranges stacked in a white bowl.
COCO_val2014_000000031016,a desk with a laptop and a camera on it.
COCO_val2014_000000031024,a group of clocks displaying the time in various regions.
COCO_val2014_000000031041,a couple with a wedding cake in the spotlight.
COCO_val2014_000000031043,a living room filled with furniture featuring trees painted on the walls.
COCO_val2014_000000031049,a golden dog is sleeping on its back.
COCO_val2014_000000031050,a vase filled with many flowers is on display.
COCO_val2014_000000031061,a man riding a skateboard in the kitchen.
COCO_val2014_000000031092,the motorcycle is next to the bicycle on the road.
COCO_val2014_000000031093,a man wearing a helmet and safety pads is riding a skateboard in an empty pool.
COCO_val2014_000000031106,"a man standing on the sand, playing with a frisbee."
COCO_val2014_000000031113,the person in the black and white photograph is holding a hairdryer.
COCO_val2014_000000031118,christmas lights are decorated from the clock tower to the large tree beside it.
COCO_val2014_000000031121,a man jumping into the air holding a camera and an umbrella.
COCO_val2014_000000031151,"three people are skiing in the snow, and one of them also has wheels."
COCO_val2014_000000031176,a kitten basking in the sunlight while gazing at the deck.
COCO_val2014_000000031202,a skier carrying skis is walking in the snow.
COCO_val2014_000000031240,a man operating a short train or trolley.
COCO_val2014_000000031247,various types of vegetables piled up on the table.
COCO_val2014_000000031248,"in the living room, seating and lamps are displayed."
COCO_val2014_000000031255,three horses with white patterns on their faces are standing in the snow.
COCO_val2014_000000031269,three zebras grazing in a grassy area near shrubs.
COCO_val2014_000000031280,a large bed next to a wall with an open window.
COCO_val2014_000000031281,a man carrying a surfboard walking next to a cliff.
COCO_val2014_000000031296,the restaurant patrons are seated at a long table.
COCO_val2014_000000031339,a car driving on a road that passes under an elevated structure.
COCO_val2014_000000031345,the cat sleeping on the sofa is holding the tv remote control.
COCO_val2014_000000031368,someone is pouring ketchup while a person next to them is laughing.
COCO_val2014_000000031390,a group of men wearing red and blue shirts are playing frisbee.
COCO_val2014_000000031392,a black and white cat and a few trees inside the car.
COCO_val2014_000000031442,a man is sitting on a stool in the kitchen.
COCO_val2014_000000031446,for the jet flying in the vast blue sky
COCO_val2014_000000031471,a close-up of a woman touching a cow. the cow is tethered.
COCO_val2014_000000031481,an old boat placed on dry land.
COCO_val2014_000000031482,a child riding a snowboard on the snow.
COCO_val2014_000000031519,a car overturned at the street corner intersection.
COCO_val2014_000000031521,"a young girl sitting at the kitchen table. behind her, there is a sink, cabinets, and a window. in front of her, there is a meal and a laptop, and she is looking at the screen."
